supershell2019,thank you,you,""
scriptzteam,^^update,"",""
Me Ngan,add new ver,new ver,ver
Sinan,delete sinan.js,sinan.js,""
=,name improvmente,improvmente,""
Alaa Moussawi,adding notebook for,notebook for getting,for getting intraday
hb,node status updates,status updates (qstat,updates (qstat -f
Guoxp,wed jan,jan  1,1 08:45:01
web,logs as of,as of wed,of wed jan
supershell2019,thank you,you,""
mtolson,improved generation of,generation of months,of months and
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:45:06
nobody,"","",""
supermobiteam2,tizi ios,ios,""
thomasyu888,add test for,test for create,for create teams
guangcheng139,日志,"",""
gnlenfn,12.31,"",""
bluerob45,git cloneshare commit,cloneshare commit,commit
AlloyTeam,08:45:01p/qxqjq=28,"",""
RhXKGxbwQHmTREDU,34862751,"",""
wilsson,docs: readme add,readme add badges,add badges
supershell2019,thank you,you,""
sunbinbin1991,update readme,readme,""
Ren Li,update home_new.html,home_new.html,""
DESKTOP-7J1OI89\a,2020-01-01-01,"",""
John Napiorkowski,docs updates and,updates and more,and more details
Renovate Bot,update dependency eslint-plugin-jest,dependency eslint-plugin-jest to,eslint-plugin-jest to v23.2.0
cgentemann,updated so runs,so runs with,runs with post
supermobiteam2,tizi ios,ios,""
supertester00,git cloneshare commit,cloneshare commit,commit
Jorge Naranjo,dalma load updated,load updated on,updated on wed
supershell2019,thank you,you,""
kodiccloud100,git cloneshare commit,cloneshare commit,commit
jdebacker,test boolean params,boolean params,params
Jim Wu,mlgmxyysd github update,github update bot:,update bot: 1577839506
Sergey Voytov,events are working,are working,working
hb,status: updated figures,updated figures,figures
Automatron,add rhsso to,rhsso to update,to update products
geos4s,add sgroup07/metar.json,sgroup07/metar.json,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/minimal-omero-clientexcluded
Stefan Eiermann,update js.rst,js.rst,""
MikMikMr,update kr_japan_domestic_l_english.yml,kr_japan_domestic_l_english.yml,""
Sinan,delete style.css,style.css,""
Danilo Margarido,"[travis] ok, that'll","ok, that'll do",that'll do
supermobiteam2,tizi ios,ios,""
supershell2019,thank you,you,""
EtivenKodi,git cloneshare commit,cloneshare commit,commit
Helmasaur,✏️ readme update-,readme update- typographic,update- typographic corrections-
Xander Flood,added an api,an api client,api client implementation
greg linton,initialize plugins bucket,plugins bucket for,bucket for tests
GoSeungUks,bossdb,"",""
Ashwin Nanjappa,update,"",""
bluerob45,git cloneshare commit,cloneshare commit,commit
Homo Efficio,create git-여러-commit의-author를-바꾸는-방법.md,git-여러-commit의-author를-바꾸는-방법.md,""
Keyi Zhang,test windows build,windows build [skip,build [skip travis]
ytsqkl,update index.html,index.html,""
supershell2019,thank you,you,""
Enosys Security Operations Team,wed jan,jan  1,1 11:45:06
James Pace,undo domain forwarding.,domain forwarding. i'll,forwarding. i'll do
GreatGitWall,update,"",""
Matt,add jsdoc,jsdoc,""
sangsucki,update 2019-12-29-funding.md,2019-12-29-funding.md,""
netdatabot,[package amd64 rpm][build,amd64 rpm][build latest],rpm][build latest] package
Jonathan Sterling,split semantic domain,semantic domain,domain
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-cli-duplicatealready
keptn,added resources,resources,""
llopez0814,git cloneshare commit,cloneshare commit,commit
giri,new job result,job result update,result update
disksing,update activity,activity,""
anyabot,create index.js,index.js,""
supermobiteam2,tizi ios,ios,""
root,autocommit,"",""
Eric Crooks,merge pull request,pull request #16,request #16 from
supershell2019,thank you,you,""
Aaron Roller,master trying out,trying out releases,out releases
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
Noah Emmet,add locations field,locations field,field
adon0420023,git cloneshare commit,cloneshare commit,commit
donaldsouza,message_2020-01-01t00:45:16,"",""
Trivikram Kamat,chore: remove legacy,remove legacy json-*,legacy json-* packages
p進大好きbot,update home.html,home.html,""
dboyd42,rm main &,main & fns,& fns tpl
Rong Cui,[google] 130. surrounded,130. surrounded regions,surrounded regions (golang)https://leetcode.com/problems/surrounded-regions/
我夏了夏天,update linux.md,linux.md,""
supershell2019,thank you,you,""
Istiyaq123,done,"",""
Murata G,update secondary-header.html,secondary-header.html,""
eodccloud,git cloneshare commit,cloneshare commit,commit
wfz8023,first commit,commit,""
supermobiteam2,tizi ios,ios,""
declarative-design-9472,automatically backed up,backed up by,up by learn
Lektor Bot,synchronized build,build,""
Dimbreath-Server,[cn] 19-12-28-08-02-55-e463c0 |,19-12-28-08-02-55-e463c0 | 0.8.51,| 0.8.51
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-cli-renderexcluded
Chetan Srinidhi,update index.html,index.html,""
Satoru Kamada,update my databases.,my databases.,databases.
declarative-design-9472,automatically backed up,backed up by,up by learn
nobody,"","",""
supershell2019,thank you,you,""
Matt Cavallo,update net_framework_check.psm1,net_framework_check.psm1,""
NotSorru,rock paper scissors,paper scissors game,scissors game in
Cole Hollant,docs progress,progress,""
Ali Rizvi,change the contract,the contract of,contract of iminecraftmodi
AveTrueToCaesar,update kr_kumul_khanate_l_english.yml이벤트번역,kr_kumul_khanate_l_english.yml이벤트번역,""
motikan2010-bot,auto update 2020/01/01,update 2020/01/01 09:45:01,2020/01/01 09:45:01
supershell2019,thank you,you,""
maloymanna,update readme -,readme - test,- test w/o
tacotaco2,git cloneshare commit,cloneshare commit,commit
supermobiteam2,tizi ios,ios,""
geos4s,add sgroup07/metar_eddn.csv,sgroup07/metar_eddn.csv,""
dotnet-maestro[bot],update dependencies from,dependencies from https://dev.azure.com/dnceng/internal/_git/dotnet-wpf-int,from https://dev.azure.com/dnceng/internal/_git/dotnet-wpf-int build
anouarbensaad,add places,add places and,places and state
Fernando Medina Corey,new book to,book to list,to list
supershell2019,thank you,you,""
"G. S. McNamara, M.S",update readme.md,readme.md,""
geos4s,add sgroup03/metar_europe.csv,sgroup03/metar_europe.csv,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
hi-the-swan,class autoreviewanalysis to,autoreviewanalysis to help,to help analyze
Jan Segre,fix(stratum): invalid log,invalid log format,log format was
Alexander Stepanov,верстка смарт-контрактов,смарт-контрактов,""
supershell2019,thank you,you,""
alcovap,add files via,files via upload,via upload
SousanCCloud,git cloneshare commit,cloneshare commit,commit
Xiao Wang,autoupdate,"",""
jack,fix aoi and,aoi and add,and add some
supermobiteam2,tizi ios,ios,""
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
thomasyu888,add in doc,in doc string,doc string
supershell2019,thank you,you,""
Danilo Margarido,git gud,gud,""
supermobiteam2,tizi ios,ios,""
benobi,show project from,project from deckel,from deckel in
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
NewsTools,created text for,text for url,for url [nationaldailyng.com/europa-league-draw-arsenal-to-face-ac-milan-in-round-of-16/]
Ramze jarad,create pbx.php,pbx.php,""
kodiccloud100,git cloneshare commit,cloneshare commit,commit
bunchley,fixed delete button,delete button bug,button bug
unklebonehead,remove 2 blog,2 blog posts,blog posts
Renovate Bot,update dependency eslint-plugin-jest,dependency eslint-plugin-jest to,eslint-plugin-jest to v23.2.0
Roger Oliver Clark,added return of,return of heatran,of heatran
supermobiteam2,tizi ios,ios,""
EricDalrymple91,update mushroom jerky,mushroom jerky page,jerky page for
direwolf-github,direwolf commit,commit,""
direwolf-github,direwolf commit,commit,""
Chris Casey,new feed,feed,""
direwolf-github,direwolf commit,commit,""
MikMikMr,update kr_japan_foreign_l_english.yml,kr_japan_foreign_l_english.yml,""
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.177,release java-8-base-0.177
direwolf-github,direwolf commit,commit,""
direwolf-github,direwolf commit,commit,""
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
jenkins-x-bot,chore: promote bdd-spring-1577839158,promote bdd-spring-1577839158 to,bdd-spring-1577839158 to version
adon0420023,git cloneshare commit,cloneshare commit,commit
ayyghost,remove faulty max_room_desc,faulty max_room_desc option,max_room_desc option
supermobiteam2,tizi ios,ios,""
5john,2020/01/01 00:45:28,00:45:28,""
nlog2n2,create ssid &,ssid & password,& password function
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Mohamed Mohamed,update about_us.html,about_us.html,""
gfw-breaker,同步于: 1月1日8时45分,1月1日8时45分,""
geos4s,add sgroup07/metar_eddp.csv,sgroup07/metar_eddp.csv,""
Rachid Rezzik,jupyter notebook added,notebook added with,added with code
Michell Brito,update readme.md,readme.md,""
Eric Chen,removed unecessary module,unecessary module,module
AboveTheChemist,update newsman.ts (#67)updated,newsman.ts (#67)updated female,(#67)updated female badge
Jay,day1 complete,complete,""
Marc Davies,add code to,code to make,to make input
Francis Bulus,changed font color,font color for,color for intro
netdatabot,[package i386 rpm][build,i386 rpm][build latest],rpm][build latest] package
Nathan,runtime & array,& array memory,array memory error
tommy605,git cloneshare commit,cloneshare commit,commit
Kailana Kahawaii,automatically backed up,backed up by,up by learn
Bas Meijer,maven repository,repository,""
direwolf-github,add readme.txt,readme.txt,""
gfduszynski,bug fix,fix,""
xujiabin,new year,year,""
Adetunji,leetcode,"",""
direwolf-github,add readme.txt,readme.txt,""
direwolf-github,add readme.txt,readme.txt,""
supermobiteam2,tizi ios,ios,""
EricFromCanada,ndpi 3.0closes #48421.signed-off-by:,3.0closes #48421.signed-off-by: rui,#48421.signed-off-by: rui chen
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
direwolf-github,add readme.txt,readme.txt,""
direwolf-github,add readme.txt,readme.txt,""
adash333,modify .gitignore for,.gitignore for /build/,for /build/
Aishwarya Pawar,delete convertintensity3d_binary.m,convertintensity3d_binary.m,""
Hanna Alemu,update readme.md,readme.md,""
sudoix,add glance installation,glance installation,installation
Jarred Parrett,message,"",""
jinghuijuan7,log,"",""
87591,log,"",""
jinghuijuan7,log,"",""
juanbecerra0,updated resume section,resume section,section
jinghuijuan7,log,"",""
supermobiteam2,tizi ios,ios,""
MikMikMr,update kr_leaders_l_english.yml,kr_leaders_l_english.yml,""
David Cohen,merge pull request,pull request #21,request #21 from
Jeremy Lucas,working through course,through course,course
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
SYOfficial,arrested spaghetti,spaghetti,""
Michael Babienco,show transparent color,transparent color with,color with border
Jarrod Millman,improve test coverage,test coverage,coverage
Jeremy Lucas,update readme.md,readme.md,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/no-hope-in-sight-yet-for-nigerias-power-crisis/]
Jean-Sim,update readme.md,readme.md,""
supermobiteam2,tizi ios,ios,""
geos4s,add sgroup07/metar_eddt.csv,sgroup07/metar_eddt.csv,""
Daryn Sharp,hadoop-10146. workaround jdk7,workaround jdk7 process,jdk7 process fd
Mohammad S Anwar,"- updated \"github","updated \"github commits\"","\"github commits\" section"
Abdurrahman Sefer,create random,random,""
道化師,🦋 メニューキャッシュがクリアされない事がある問題の修正,メニューキャッシュがクリアされない事がある問題の修正,""
Anthony AVOLA,clean code,code,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-metadataalready
SockPuppetry,travis ci build,ci build 187067,build 187067
Alex WalterDev2,ci deployment from,deployment from job,from job `alexstagingtobackupuserpermissionsactuala`
Hyssopi,2,"",""
awsm-bot,updating backups for,backups for 2019-10-02,for 2019-10-02
Matt,add jsdoc,jsdoc,""
scoffin-dev,setting mastery levels,mastery levels,levels
Peter Davison-Reiber,colour test,test,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/2019-a-bad-year-for-nigerians-says-atiku/]
Somfic,created new logo,new logo,logo
Homo Efficio,update and rename,and rename git-여러-commit의-author를-바꾸는-방법.md,rename git-여러-commit의-author를-바꾸는-방법.md to
Nathan Eck,real initial commit,initial commit,commit
dependabot[bot],bump rack from,rack from 2.0.7,from 2.0.7 to
direwolf-github,add readme.txt,readme.txt,""
Aishwarya Pawar,delete dicesimilarity3d.m,dicesimilarity3d.m,""
tjdlsgn98,update kr_united_kingdom_l_english.yml,kr_united_kingdom_l_english.yml,""
mateo4martinez,looks good so,good so far.,so far. quickly
glitchhhhy,update styles.css,styles.css,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
andredb90,add files via,files via upload,via upload
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
NewsTools,created text for,text for url,for url [nationaldailyng.com/tragedy-lawmaker-slumps-dies-during-session/]
Julian Rosse,condition,"",""
Pete Cornish,improves documentation and,documentation and examples.,and examples.
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
root,ac,"",""
Paul,create readme.md,readme.md,""
Mehmet Mert Yildiran,add a pull,a pull request,pull request template
Piotr Paradziński,typo builsing =>,builsing => building,=> building
Charlie J,gitbook: [master] 2,[master] 2 pages,2 pages modified
Deep,contact and about,and about updated,about updated
Gavin,update readme.md,readme.md,""
Steven Hobson-Campbell,move client styles,client styles to,styles to index.html
Brokalys bot,"monthly data (house,","data (house, rent,","(house, rent, riga):"
Jian,0,"",""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-prometheus-toolsalready
GitClock,update time,time,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/iraq-pm-orders-protesters-to-immediately-vacate-us-embassy/]
patniko,5733 to 5734,to 5734,5734
geos4s,add sgroup07/metar_edds.csv,sgroup07/metar_edds.csv,""
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
neilprado,modificando relacionamento para,"relacionamento para n-n,","para n-n, com"
Sinan,create test.html,test.html,""
Michael Belousov,first half of,half of untested,of untested boat
zeit-github-tester[bot],update: index.html,index.html,""
dependabot-preview[bot],bump jacoco-maven-plugin from,jacoco-maven-plugin from 0.8.4,from 0.8.4 to
kendell,update pythonpackage.yml,pythonpackage.yml,""
Aishwarya Pawar,delete multipleresolution3d_heliximg.m,multipleresolution3d_heliximg.m,""
mransan,reset submodule,submodule,""
Jian Wu,update 02 open,02 open closed,open closed principle.js
Renovate Bot,update module go.uber.org/zap,module go.uber.org/zap to,go.uber.org/zap to v1.13.0
hax-mov,update index.html,index.html,""
Robert Chou,update readme.md,readme.md,""
PowershellScripts,update pullall.ps1,pullall.ps1,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/soldiers-families-drag-mtn-to-court-demand-for-damages/]
sgoldenlab,update tutorial_dlc.md,tutorial_dlc.md,""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Robert Russell,code_of_conduct.md,"",""
Murata G,update _layout.scss,_layout.scss,""
love4say,bossdb,"",""
Aaron Turon,add final prelude,final prelude mp3,prelude mp3
CarlosCastillo10,comentando la linea,la linea 32,linea 32 de
HappyTreeBeard,day 7,7,""
benwubenwu,add files via,files via upload,via upload
Rich,update html5-video-element-onpage-buffering-tracks.txt,html5-video-element-onpage-buffering-tracks.txt,""
muppet9010,add/remove groups with,"groups with settings,","with settings, change"
Jennie R,added chess part_1,chess part_1,part_1
xujiabin,no message,message,""
jz0001,started rendering search,rendering search results,search results in
David98vc,add files via,files via upload,via upload
catamphetamine,added `inputstylereset` property,`inputstylereset` property,property
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: ome/omero-uploadalready
ericmassara,template2,"",""
acsone-git-bot,remove web addons,web addons symlinks,addons symlinks
Aishwarya Pawar,delete plotgrid.m,plotgrid.m,""
jacquiemcb,update,"",""
Mary,refactor common variables,common variables,variables
outage-scrapers,lgeku/outages: 1 outage,"1 outage added,","outage added, 3"
Chris Mikstas,added handlebars pages,handlebars pages for,pages for required
Neil Mudjer,unbroke again,again,""
Junior Rantila,update readme.md,readme.md,""
Renovate Bot,chore(deps): update spring,update spring core,spring core to
mauronofrio matarrese,adding realme x2,realme x2 decryption,x2 decryption key
drmonro,правки,"",""
Weave Flux,auto-release 164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:9646b1b6,164382793440.dkr.ecr.us-west-2.amazonaws.com/eks-primer:9646b1b6,""
LXing,change controls to,controls to pointerlock,to pointerlock
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: openmicroscopy/omero-weberroralready
aprilahijriyan,update version number,version number,number
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format.
Michael Skowronski,qa scripts (#25)the,scripts (#25)the intention,(#25)the intention here
Daryn Sharp,hadoop-10146. workaround jdk7,workaround jdk7 process,jdk7 process fd
jekyllvn,update index.html,index.html,""
xjx3316,set theme jekyll-theme-cayman,theme jekyll-theme-cayman,jekyll-theme-cayman
Alfredo Castillo,cleanup model constructors,model constructors and,constructors and fixed
Mezumona Kosaki,create cname,cname,""
Raul Ovalle,[fix] resolve test,resolve test,test
Ryan Burn,s/assert_death/expect_death/,"",""
Markus Schirp,add unparser::ast::localvariablescope mutant,unparser::ast::localvariablescope mutant exclusion,mutant exclusion
Jake Witcher,fix type in,type in language-configuration.json,in language-configuration.json of
IOhacker,adding a better,a better way,better way to
Johan Berg,add debug output,debug output macros,output macros
Ido Ben-Hur,"revert \"msm8998-common: overlay:","\"msm8998-common: overlay: set",overlay: set shift
Renovate Bot,chore(deps): update typescript-eslint,update typescript-eslint monorepo,typescript-eslint monorepo to
NewsTools,created text for,text for url,for url [nationaldailyng.com/generators-fire-destroys-kara-market-in-lagos/]
Benito Perdomo Vergara,pdn-mx/s1-declaraciones-inicial:2.0,"",""
Aishwarya Pawar,delete rhsinteg.m,rhsinteg.m,""
john gravois,add info for,info for prospective,for prospective esri
awsm-bot,updating backups for,backups for 2019-10-03,for 2019-10-03
Thomas LaFreniere,subscription confirmation +,confirmation + profile,+ profile active
Peter Davison-Reiber,colour change test,change test,test
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-onlyrepository:,-dorg -ssuccess-onlyrepository: openmicroscopy/omero-webtestalready
mohsenataei,exercise issue fixed.,issue fixed.,fixed.
Zachary Jacobs,automatically backed up,backed up by,up by learn
love4say,bossdb,"",""
wessilfie,rebuild pages,pages,""
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:06
bplok20010,类型添加,"",""
Ri Xin Yang,automatically backed up,backed up by,up by learn
Jerry014a,learning modules and,modules and basics,and basics of
Ben Saufley,update codeclimate coverage,"codeclimate coverage reporter,","coverage reporter, try"
Tainoko,commit,"",""
Enmotus-Dave-Cohen,....,"",""
Dimitrios Grammatikogiannis,merge branch 'master',branch 'master' of,'master' of github.com:dgrammatiko/formally*
Olle Jonsson,fix yard warnings,yard warnings,warnings
MehdiL,typos in protfolio.,in protfolio.,protfolio.
Robert Scott,pythonpackages.unicorn: redesign to,redesign to become,to become a
David Basarab,fixed version,version,""
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:08
Camilo Soto Montoya,update readme.md,readme.md,""
Camilo Soto Montoya,update readme.md,readme.md,""
Matt Cavallo,update net_framework_check.psm1,net_framework_check.psm1,""
simerplaha,#129 - java,- java slice,java slice
LuisFrag,create boardexception and,boardexception and defensive,and defensive programing
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
bearjung,bossdb,"",""
wmay,add 2019 2nd,2019 2nd quarter,2nd quarter wfml
Ri Xin Yang,automatically backed up,backed up by,up by learn
Aishwarya Pawar,delete rhsinteg_new.m,rhsinteg_new.m,""
github username,added id to,id to search,to search method
bearjung,bossdb,"",""
Thomas de Zeeuw,add tests for,tests for the,for the registration
Tomas Janousek,bridge: fix hwaddr,fix hwaddr set,hwaddr set race
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:10
Zachary Jacobs,automatically backed up,backed up by,up by learn
Benito Perdomo Vergara,pdn-mx/s1-declaraciones-modificacion:2.0,"",""
Bot,update,"",""
simsland,bossdb,"",""
Lucas,fix typo.,typo.,""
SeungYeop Han,pptx add,add,""
James Cathcart,wip - not,- not receving,not receving token
d3j331,fixed line ending,line ending fro,ending fro json
RhXKGxbwQHmTREDU,37894206,"",""
Tsujioka Taichi,deployed,"",""
Snoopy Crime Cop,merge master -dorg,master -dorg -ssuccess-only:,-dorg -ssuccess-only: pr
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:13
Danver98,added request inquiry,request inquiry,inquiry
donaldsouza,message_2020-01-01t00:46:14,"",""
ChrisH,add line break,line break toward,break toward poster
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:46:14
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:15
Noah Emmet,add locations field,locations field,field
dependabot-preview[bot],bump @types/node from,@types/node from 12.12.18,from 12.12.18 to
Dustin Spicuzza,black formatting changes,formatting changes,changes
Michael Weedman,update migrations,migrations,""
ChristianDunn,changes to virtual,to virtual avail,virtual avail
wadegguerin,update readme.md,readme.md,""
Tetsu Yamazaki,### added- 組織タイプにprojectを追加-,added- 組織タイプにprojectを追加- プロジェクトメンバーリポジトリを追加###,組織タイプにprojectを追加- プロジェクトメンバーリポジトリを追加### changed-
Philip Lassen,latest updates to,updates to quicksort,to quicksort
Benito Perdomo Vergara,pdn-mx/s1-declaraciones-conclusion:2.0,"",""
SharkFin,update spacing: single,spacing: single tab,single tab -
NewsTools,created text for,text for url,for url [nationaldailyng.com/fashola-ducks-best-ministers-award-in-buharis-government/]
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:17
Snoopy Crime Cop,update master submodulesrepository:,master submodulesrepository: ome/omero-pluginsalready,submodulesrepository: ome/omero-pluginsalready up-to-date.repository:
Sinan,update index.html,index.html,""
Aishwarya Pawar,delete computedicesimilarity.m,computedicesimilarity.m,""
Michael Reilly,update development_projects.py,development_projects.py,""
Jairo Llopis,[fix] website: do,website: do not,do not fail
Ellen Kenyon,add files via,files via upload,via upload
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:19
Renovate Bot,chore(deps): lock file,lock file maintenance,file maintenance
Pete Higgins,add spellcheck task,spellcheck task for,task for api
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:21
David,add set2.py,set2.py,""
Robert Long,don't use the,use the creator,the creator attribution
CodyMathis123,update notes,notes,""
Arne Roomann-Kurrik,bump deps,deps,""
hedgespin,update,update,""
ardnew,rename version class,version class to,class to prevent
Agustin Mendez,wip,"",""
hououinkami,rename apiforhome.ini to,apiforhome.ini to apiforhomer.ini,to apiforhomer.ini
lipenghui,add document for,document for sticky,for sticky consumer
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:23
jenkins-x-bot,publishing files for,files for path,for path jenkins-x/logs/cb-kubecd/environment-pr-120-100-boot-gke-production/master/1.log
Mariia Pecherytsia,reset and start,and start new,start new project
Val,update readme.md,readme.md,""
ejelome,replace theme with,theme with homepageadded:-,with homepageadded:- sphinx-powered
qbert,update default.html,default.html,""
Bradley Guthrie,added observable for,observable for post,for post
Francesco Litrico,made some commands,some commands more,commands more user-friendly.
Aishwarya Pawar,delete compute_integ_domain_fidelity.m,compute_integ_domain_fidelity.m,""
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:25
Brendan Lensink,delete “assets/uploads/charli.png”,“assets/uploads/charli.png”,""
Woodstock Recordstore,2020-01-01-00:46,"",""
Jairo Llopis,[fix] website: do,website: do not,do not fail
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:26
lonefintech,python update,update,""
aseventhimpossiblething,update communityupdatesprocess.py,communityupdatesprocess.py,""
CreamyGlue,apples and oranges,and oranges java,oranges java explained
Weiyishijie,baidu,"",""
blensink192,upload “/assets/uploads/charli.png”,“/assets/uploads/charli.png”,""
Pakeji,commit (january 01,(january 01 2020,01 2020 00:46:28
zebingl@fb.com,add disqus,disqus,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/angry-protesters-invade-us-embassy-over-airstrikes-in-iraq/]
Test Author,new pr to,pr to test,to test signcla
quantum9Innovation,i knew you,knew you wouldn't,you wouldn't believe
Bamboo CI,automated build in,build in bamboo,in bamboo ci
damienliccia,v4,"",""
Jack Howard,delete everything,everything,""
Darrell,minor refactoring,refactoring,""
Keyi Zhang,test windows build,windows build [skip,build [skip travis]
5john,2020/01/01 00:46:29,00:46:29,""
Jan Gruenwaldt,yes,"",""
unknown,forgot arg,arg,""
Adrian Ancona Novelo,finish article about,article about postgresql,about postgresql user
Lorenzo Mangione,element properties subroutine,properties subroutine,subroutine
sarkiroka,update with actual,with actual data,actual data
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.178,release java-8-base-0.178
Michell Brito,update readme.md,readme.md,""
Ben Saufley,update codeclimate coverage,"codeclimate coverage reporter,","coverage reporter, try"
Man Long Wong,adding statistics,statistics,""
SockPuppetry,travis ci build,ci build 187083,build 187083
DreamLi,upgrade node.,node.,""
mklewandowski,add tool to,tool to export,to export graph
Jorge Pinna Puissant,"[fix] base, website:","base, website: debug",website: debug assets
Duy,missing '=','=',""
Andrew Asplund,updated assignment,assignment,""
sourceconnect-tests,e2e test 2020-01-01t00:45:50.778540,test 2020-01-01t00:45:50.778540,2020-01-01t00:45:50.778540
wmayer,declare getmdiview and,getmdiview and getmdiviewpage,and getmdiviewpage as
Aishwarya Pawar,delete compute_integ_domainf_reg.m,compute_integ_domainf_reg.m,""
Renovate Bot,update dependency org.clojure:java.jdbc,dependency org.clojure:java.jdbc to,org.clojure:java.jdbc to v0.7.11
87591,log,"",""
Weicheng Xue,finish running cases,running cases using,cases using limiters
Michael Weedman,added login framework.,login framework.,framework.
dsl,"revert \"corrected a","\"corrected a bug",a bug for
jinghuijuan7,log,"",""
87591,log,"",""
87591,log,"",""
jinghuijuan6,log,"",""
jinghuijuan7,log,"",""
wmayer,declare getmdiview and,getmdiview and getmdiviewpage,and getmdiviewpage as
anonoymousm,first commit,commit,""
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
keptn,added resources,resources,""
dependabot[bot],bump handlebars from,handlebars from 4.1.2,from 4.1.2 to
akaban01,removed anymode,anymode,""
Aaron Jackson,nesper-8.0.0-beta baseline,baseline,""
jacobatwork,updated log,log,""
NewsTools,created text for,text for url,for url [nationaldailyng.com/okorocha-reacts-to-alleged-rift-with-oshiomhole/]
Marco Castelluccio,bug 409974 -,"409974 - \"addresses","- \"addresses in"
dhon2407-pc,cooking checkpoint 4refactoring,checkpoint 4refactoring and,4refactoring and improvements
wingtorres,delete test-image-measurements.png,test-image-measurements.png,""
Brokalys bot,monthly price per,price per sqm,per sqm data
TumsaUmata,perfect number,number,""
Brandon Minnick,added javascript config,javascript config,config
cgschu1tz,plugins were a,were a giant,a giant waste
Jack Zhang,edited introductory post,introductory post and,post and added
Angel Fernando Quiroz Campos,lti: allow multiple,allow multiple lineitems,multiple lineitems for
Gilberto Placidon,add files via,files via uploadimplemented,via uploadimplemented quicksort.
Juliano Dorigão,menubgsigned-off-by: juliano dorigão,juliano dorigão <jdorigao@gmail.com>,dorigão <jdorigao@gmail.com>
Jorge Pinna Puissant,"[fix] base, website:","base, website: debug",website: debug assets
Aishwarya Pawar,delete ggquad.m,ggquad.m,""
